cell_id,reaches_eol,T,t1,n_kept,q1,denominator,T_from_record_end,family_params,family_at_bound,rmse_power_law,rmse_two_term_exponential,rmse_rollover,cv_rmse_power_law,cv_rmse_two_term_exponential,cv_rmse_rollover,residual_scale_Ah,residual_mean_over_scale,n_positive,n_negative,fit_positions
MATR_b3c35,True,1091.0,19,1091,1.065326200466204,0.18532620046620396,True,"[1.0014984348189895, -0.03528031872920581, -0.00011141754081440801, 6.579703173292707]",[],0.005003633265740823,0.0016794646581176145,0.0010672718585746377,0.014960105954575443,0.004761854635723999,0.0055468255718304025,0.0010547729623246308,5.634607782008849e-06,0,1,1073
MATR_b3c36,True,921.0,20,921,1.060545249417253,0.1805452494172528,True,"[1.0041136594191244, -0.05728522151215257, -2.494578458244156e-07, 14.221797805116205]",[],0.0072652499831758624,0.0014024605970728613,0.0013657587735237547,0.01376042658868292,0.008373461344336315,0.008461951353987394,0.0019376515310464216,-2.901785314183428e-05,0,0,902
MATR_b3c38,True,1933.0,19,1933,1.0725392601398638,0.19253926013986367,False,"[1.0023968652451496, -0.03189744963842351, -3.0393954294838408e-05, 4.304548279971622]",[],0.006715895976221447,0.00128410365149772,0.0009485108218146559,0.017911703147160146,0.007153026139472264,0.007017744672516464,0.0013376326795917794,7.306263357943977e-06,0,0,1915
MATR_b3c39,True,1154.0,20,1154,1.0514178428904464,0.17141784289044626,True,"[1.003800817859332, -0.04678090374003502, -1.6050426659556989e-07, 11.702945316131725]",[],0.007543869963727263,0.001087513703041186,0.0010555822424376385,0.014336342039326077,0.008602494462981126,0.008782284102251363,0.001279521241668095,-2.9334509762925462e-05,1,0,1135
MATR_b3c4,True,1046.0,16,1046,1.0748160550116586,0.19481605501165844,False,"[1.0022144098549821, -0.03287839604661163, -9.832022389098332e-05, 7.058974056543084]",[],0.004734941505966558,0.0012736718114759172,0.0008929479526653535,0.014425067822639989,0.0028895459990720385,0.0035826035980916666,0.000987017336205059,2.837333302368227e-06,0,0,1031
MATR_b3c42,True,1640.0,20,1640,1.0697535997669032,0.1897535997669031,True,"[1.0039055106519381, -0.032925816641828885, -9.516055817786012e-05, 4.408852832137333]",[],0.0056751991852952,0.001369354390626499,0.001359682406223288,0.014026465005483671,0.008118912040023145,0.008915278481816316,0.001541218028827521,-1.0187414624355063e-05,1,0,1621
MATR_b3c43,True,1044.0,20,1044,1.0731610986014022,0.19316109860140207,True,"[1.0033192370731427, -0.03487578997774895, -6.667741528828724e-06, 9.627264625710193]",[],0.006705372455754011,0.0016147193419596385,0.0014441105843866018,0.014987251560847676,0.010397542827060896,0.011652242424323412,0.0015084404701882874,-4.4079087243094e-06,1,0,1025
MATR_b3c44,True,938.0,20,938,1.0736855699300736,0.19368556993007346,True,"[1.0039556765708302, -0.036970247361708376, -3.292528050415783e-06, 11.437751012214406]",[],0.006763827222484576,0.0013119247050125144,0.001301381770296328,0.0129194262043488,0.008740336817962172,0.008998312654196766,0.001840032318625906,-1.0245639573793609e-05,0,0,919
MATR_b3c45,True,1799.0,16,1799,1.0716944969697004,0.1916944969697003,True,"[1.0033032579611016, -0.030813940425307815, -5.988262045017656e-05, 4.28775505690539]",[],0.006183164611403626,0.0014447555499146054,0.0012783266384689585,0.015990930253803538,0.008459594738123922,0.009391053939088234,0.001308922950458618,-3.63016858220309e-06,0,1,1784
MATR_b3c5,True,826.0,20,826,1.0538047477855512,0.1738047477855511,True,"[1.0045372270536805, -0.058479160462075665, -1.0531301753040247e-05, 11.34665667175453]",[],0.005845081342488662,0.0012600764514125887,0.0012443388361054544,0.013253397154551313,0.006658813851486749,0.0068576815344788935,0.0012585732664028321,-2.033910508863872e-05,0,1,807
MATR_b3c6,True,665.0,4,665,1.063035861118881,0.18303586111888093,True,"[1.0006550228074047, -0.18440872424375618, -0.00040521226782060576, 7.407212981879604]",[],0.003592862866574712,0.0011738357510268466,0.0010438553133689662,0.00923113521319054,0.00814150548176438,0.0018124971188482248,0.0010594958371437427,3.346918926446887e-05,0,0,662
MATR_b3c7,True,1834.0,14,1834,1.0708184925407962,0.19081849254079608,True,"[1.0024384330039748, -0.026771090241333874, -8.523062784202386e-05, 4.027671501587365]",[],0.005691515383355309,0.0013002309594214124,0.0009978797901641088,0.016208868741733707,0.006780966828628411,0.007313019102113455,0.0016137442603148798,1.3193711359901667e-06,1,0,1821
MATR_b3c8,True,826.0,20,826,1.0684814097902133,0.18848140979021322,True,"[1.0039107521007005, -0.047343875444670974, -5.904600445245532e-06, 12.229327308326457]",[],0.0061412788433374945,0.0010420656053975019,0.0010300077461816847,0.013752240459104,0.00900098240909553,0.00928501389719084,0.0012978956384000241,-1.1788969048264891e-05,0,0,807
