cell_id,reaches_eol,T,t1,n_kept,q1,denominator,T_from_record_end,family_params,family_at_bound,rmse_power_law,rmse_two_term_exponential,rmse_rollover,cv_rmse_power_law,cv_rmse_two_term_exponential,cv_rmse_rollover,residual_scale_Ah,residual_mean_over_scale,n_positive,n_negative,fit_positions
HUST_10-8,True,1400,1,1400,1.1863510301476308,0.30635103014763065,True,"[0.9933033977585259, -0.06835557489764456, 0.8618197200091312, 0.13090342232912106, -0.3530769870408041]",[],0.003481714476974457,0.0026938112933968692,0.0007732145613744914,0.006295907488640175,0.01311260681665681,0.0013302095823456421,0.0006191034464174646,5.596252347178311e-12,1,12,1400
HUST_2-2,True,2651,1,2651,1.2212242557886563,0.3412242557886562,False,"[0.9889016688777975, -0.05201248233008469, 1.9153646005949163, 0.22519154914598358, -0.2240303565718614]",[],0.006556739858443381,0.002453797721064083,0.0011180180061857745,0.01729933557622495,0.016262166291368167,0.0021905316606738354,0.0007786341418870371,-5.0688605514501796e-11,0,11,2651
HUST_2-3,True,1751,20,1751,1.1844303394457434,0.30443033944574327,True,"[1.0065893123544267, -0.07117166713736528, 1.1019180328112552, 0.10092098049711408, -0.2899946475237933]",[],0.005079993550212532,0.0040800975505971785,0.0011790465064746047,0.011133203824145586,0.02208814863552253,0.007235000468292877,0.0015110040871557397,1.4715299605115319e-10,0,1,1732
HUST_2-4,True,1499,1,1499,1.1839517055167053,0.30395170551670514,True,"[0.9932916812121708, -0.060315115373505056, 0.9700168153497398, 0.20987278673296064, -0.3545885207542935]",[],0.002983542775301434,0.0017126169910831846,0.0007840824942766457,0.006394864021971447,0.006062371643999068,0.0022501680231112224,0.0006351249245177407,1.2403615274239656e-10,0,14,1499
HUST_2-5,True,1386,20,1386,1.177056308987313,0.29705630898731283,True,"[1.0060109832081532, -0.09245707776893815, 0.7820391823148849, 0.1451433252624857, -0.3073084116129178]",[],0.002547487904770663,0.001807233163905101,0.0003802830693181729,0.00486833875715025,0.006299013292270344,0.0005909555069795872,0.0002920213887843198,1.7094490199790698e-10,5,0,1367
HUST_2-8,True,1481,1,1481,1.1785668376068377,0.29856683760683755,True,"[0.994157561913349, -0.06033496469611713, 1.0382188295265655, 0.17874397198078595, -0.41236437369634554]",[],0.0038767516488012518,0.002126057612833884,0.0009600886557326741,0.010299959756026558,0.007657191875975998,0.0029287409396711343,0.0013084140943429754,-3.3378214862296965e-11,1,0,1481
HUST_3-1,True,1938,20,1938,1.1977781796425837,0.3177781796425836,True,"[1.0024174008785567, -0.06380532647227957, 1.601562111951224, 0.2935730028084434, -0.4142410948575983]",[],0.005195094701663854,0.0012912810613556866,0.0008599744236453409,0.013868185258656341,0.0027507352421953153,0.0036201316770992616,0.001298908022755681,-1.537145679572384e-10,0,0,1919
HUST_3-2,True,2283,20,2283,1.199377555037559,0.3193775550375588,False,"[1.0002572252456903, -0.05417651052800128, 1.7140447754661754, 0.39639435087956215, -0.2743388415537151]",[],0.0038930449748675435,0.0012789210807278312,0.0009459347536353306,0.009267687476814026,0.003529784692947821,0.003406815776569388,0.0009859806124806925,1.283257353574752e-09,0,0,2264
HUST_3-3,True,1649,20,1649,1.1889586590520629,0.30895865905206277,True,"[1.0029363730846232, -0.08131103966205899, 1.3224953108077055, 0.19550612946977236, -0.44060251536081824]",[],0.005991555300307895,0.0014112063027729854,0.0006469496051810981,0.0161608298477005,0.004843879636081426,0.0030030820383599387,0.0008573219064178298,-5.95427120244411e-12,4,0,1630
HUST_3-4,True,1766,1,1766,1.1735509308469312,0.29355093084693107,True,"[0.9917655161811353, -0.055329629492993984, 1.1707800015236176, 0.23854296856013624, -0.28460608421053574]",[],0.0033969198756294222,0.00173458247237894,0.0010435777024794112,0.007082713109923228,0.007626359948146843,0.003576622941436268,0.0010441330715591393,7.739234472224565e-10,1,0,1766
